"","id","player_of_match","toss_winner","t","winner","result","result_margin","eliminator","method","umpire_team","Field","FieldValue","TeamNumber","Team"
"708",1175367,"MS Dhoni","Rajasthan Royals","field","Chennai Super Kings","runs",8,"N",NA,"YC Barde/CK Nandan","city","Chennai","team1","Chennai Super Kings"
"709",1175368,"SM Curran","Delhi Capitals","field","Kings XI Punjab","runs",14,"N",NA,"CB Gaffaney/AK Chaudhary","city","Chandigarh","team1","Kings XI Punjab"
"710",1175369,"S Gopal","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"AY Dandekar/M Erasmus","city","Jaipur","team1","Rajasthan Royals"
"711",1175370,"HH Pandya","Chennai Super Kings","field","Mumbai Indians","runs",37,"N",NA,"RJ Tucker/BNJ Oxenford","city","Mumbai","team1","Mumbai Indians"
"712",1175371,"JM Bairstow","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",5,"N",NA,"KN Ananthapadmanabhan/C Shamshuddin","city","Delhi","team1","Delhi Capitals"
"713",1175372,"AD Russell","Kolkata Knight Riders","field","Kolkata Knight Riders","wickets",5,"N",NA,"CB Gaffaney/AK Chaudhary","city","Bengaluru","team1","Royal Challengers Bangalore"
"714",1178393,"Harbhajan Singh","Chennai Super Kings","bat","Chennai Super Kings","runs",22,"N",NA,"KN Ananthapadmanabhan/RJ Tucker","city","Chennai","team1","Chennai Super Kings"
"715",1178394,"AS Joseph","Sunrisers Hyderabad","field","Mumbai Indians","runs",40,"N",NA,"AY Dandekar/Nitin Menon","city","Hyderabad","team1","Sunrisers Hyderabad"
"716",1178395,"K Rabada","Delhi Capitals","field","Delhi Capitals","wickets",4,"N",NA,"YC Barde/S Ravi","city","Bengaluru","team1","Royal Challengers Bangalore"
"717",1178396,"HF Gurney","Kolkata Knight Riders","field","Kolkata Knight Riders","wickets",8,"N",NA,"CB Gaffaney/AK Chaudhary","city","Jaipur","team1","Rajasthan Royals"
"718",1178397,"KL Rahul","Kings XI Punjab","field","Kings XI Punjab","wickets",6,"N",NA,"AY Dandekar/M Erasmus","city","Chandigarh","team1","Kings XI Punjab"
"719",1178398,"DL Chahar","Chennai Super Kings","field","Chennai Super Kings","wickets",7,"N",NA,"RJ Tucker/C Shamshuddin","city","Chennai","team1","Chennai Super Kings"
"720",1178399,"KA Pollard","Mumbai Indians","field","Mumbai Indians","wickets",3,"N",NA,"YC Barde/S Ravi","city","Mumbai","team1","Mumbai Indians"
"721",1178400,"MS Dhoni","Chennai Super Kings","field","Chennai Super Kings","wickets",4,"N",NA,"UV Gandhe/BNJ Oxenford","city","Jaipur","team1","Rajasthan Royals"
"722",1178401,"S Dhawan","Delhi Capitals","field","Delhi Capitals","wickets",7,"N",NA,"YC Barde/CK Nandan","city","Kolkata","team1","Kolkata Knight Riders"
"723",1178402,"JC Buttler","Rajasthan Royals","field","Rajasthan Royals","wickets",4,"N",NA,"Nitin Menon/A Nand Kishore","city","Mumbai","team1","Mumbai Indians"
"724",1178403,"AB de Villiers","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",8,"N",NA,"UV Gandhe/S Ravi","city","Chandigarh","team1","Kings XI Punjab"
"725",1178404,"Imran Tahir","Chennai Super Kings","field","Chennai Super Kings","wickets",5,"N",NA,"RJ Tucker/CK Nandan","city","Kolkata","team1","Kolkata Knight Riders"
"726",1178405,"KMA Paul","Sunrisers Hyderabad","field","Delhi Capitals","runs",39,"N",NA,"BNJ Oxenford/AK Chaudhary","city","Hyderabad","team1","Sunrisers Hyderabad"
"727",1178406,"SL Malinga","Mumbai Indians","field","Mumbai Indians","wickets",5,"N",NA,"M Erasmus/Nitin Menon","city","Mumbai","team1","Mumbai Indians"
"728",1178407,"R Ashwin","Rajasthan Royals","field","Kings XI Punjab","runs",12,"N",NA,"VA Kulkarni/AK Chaudhary","city","Chandigarh","team1","Kings XI Punjab"
"729",1178408,"DA Warner","Chennai Super Kings","bat","Sunrisers Hyderabad","wickets",6,"N",NA,"UV Gandhe/IJ Gould","city","Hyderabad","team1","Sunrisers Hyderabad"
"730",1178409,"HH Pandya","Mumbai Indians","bat","Mumbai Indians","runs",40,"N",NA,"BNJ Oxenford/NJ Llong","city","Delhi","team1","Delhi Capitals"
"731",1178410,"V Kohli","Kolkata Knight Riders","field","Royal Challengers Bangalore","runs",10,"N",NA,"IJ Gould/Nitin Menon","city","Kolkata","team1","Kolkata Knight Riders"
"732",1178411,"SPD Smith","Rajasthan Royals","field","Rajasthan Royals","wickets",5,"N",NA,"YC Barde/S Ravi","city","Jaipur","team1","Rajasthan Royals"
"733",1178412,"SS Iyer","Delhi Capitals","field","Delhi Capitals","wickets",5,"N",NA,"UV Gandhe/C Shamshuddin","city","Delhi","team1","Delhi Capitals"
"734",1178413,"KK Ahmed","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",9,"N",NA,"NJ Llong/Nitin Menon","city","Hyderabad","team1","Sunrisers Hyderabad"
"735",1178414,"PA Patel","Chennai Super Kings","field","Royal Challengers Bangalore","runs",1,"N",NA,"RJ Tucker/VA Kulkarni","city","Bengaluru","team1","Royal Challengers Bangalore"
"736",1178415,"RR Pant","Delhi Capitals","field","Delhi Capitals","wickets",6,"N",NA,"A Nand Kishore/S Ravi","city","Jaipur","team1","Rajasthan Royals"
"737",1178416,"SR Watson","Chennai Super Kings","field","Chennai Super Kings","wickets",6,"N",NA,"NJ Llong/AK Chaudhary","city","Chennai","team1","Chennai Super Kings"
"738",1178417,"AB de Villiers","Kings XI Punjab","field","Royal Challengers Bangalore","runs",17,"N",NA,"C Shamshuddin/BNJ Oxenford","city","Bengaluru","team1","Royal Challengers Bangalore"
"739",1178418,"VR Aaron","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"AY Dandekar/IJ Gould","city","Kolkata","team1","Kolkata Knight Riders"
"740",1178419,"RG Sharma","Chennai Super Kings","field","Mumbai Indians","runs",46,"N",NA,"NJ Llong/AK Chaudhary","city","Chennai","team1","Chennai Super Kings"
"741",1178420,"JD Unadkat","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"YC Barde/A Nand Kishore","city","Jaipur","team1","Rajasthan Royals"
"742",1178421,"S Dhawan","Delhi Capitals","bat","Delhi Capitals","runs",16,"N",NA,"KN Ananthapadmanabhan/BNJ Oxenford","city","Delhi","team1","Delhi Capitals"
"743",1178422,"AD Russell","Mumbai Indians","field","Kolkata Knight Riders","runs",34,"N",NA,"IJ Gould/Nitin Menon","city","Kolkata","team1","Kolkata Knight Riders"
"744",1178423,"DA Warner","Kings XI Punjab","field","Sunrisers Hyderabad","runs",45,"N",NA,"CK Nandan/S Ravi","city","Hyderabad","team1","Sunrisers Hyderabad"
"745",1178424,NA,"Rajasthan Royals","field",NA,NA,NA,NA,NA,"UV Gandhe/NJ Llong","city","Bengaluru","team1","Royal Challengers Bangalore"
"746",1178425,"MS Dhoni","Delhi Capitals","field","Chennai Super Kings","runs",80,"N",NA,"AY Dandekar/Nitin Menon","city","Chennai","team1","Chennai Super Kings"
"747",1178426,"JJ Bumrah","Mumbai Indians","bat","Mumbai Indians","tie",NA,"Y",NA,"CK Nandan/S Ravi","city","Mumbai","team1","Mumbai Indians"
"748",1178427,"Shubman Gill","Kolkata Knight Riders","field","Kolkata Knight Riders","wickets",7,"N",NA,"C Shamshuddin/BNJ Oxenford","city","Chandigarh","team1","Kings XI Punjab"
"749",1178428,"A Mishra","Rajasthan Royals","bat","Delhi Capitals","wickets",5,"N",NA,"AY Dandekar/IJ Gould","city","Delhi","team1","Delhi Capitals"
"750",1178429,"SO Hetmyer","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",4,"N",NA,"NJ Llong/AK Chaudhary","city","Bengaluru","team1","Royal Challengers Bangalore"
"751",1178430,"KL Rahul","Kings XI Punjab","field","Kings XI Punjab","wickets",6,"N",NA,"KN Ananthapadmanabhan/C Shamshuddin","city","Chandigarh","team1","Kings XI Punjab"
"752",1178431,"HH Pandya","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"A Nand Kishore/CK Nandan","city","Mumbai","team1","Mumbai Indians"
"753",1181764,"SA Yadav","Chennai Super Kings","bat","Mumbai Indians","wickets",6,"N",NA,"NJ Llong/Nitin Menon","city","Chennai","team1","Mumbai Indians"
"754",1181766,"RR Pant","Delhi Capitals","field","Delhi Capitals","wickets",2,"N",NA,"BNJ Oxenford/S Ravi","city","Visakhapatnam","team1","Delhi Capitals"
"755",1181767,"F du Plessis","Chennai Super Kings","field","Chennai Super Kings","wickets",6,"N",NA,"BNJ Oxenford/S Ravi","city","Visakhapatnam","team1","Chennai Super Kings"
"756",1181768,"JJ Bumrah","Mumbai Indians","bat","Mumbai Indians","runs",1,"N",NA,"IJ Gould/Nitin Menon","city","Hyderabad","team1","Mumbai Indians"
"757",1216492,"AT Rayudu","Chennai Super Kings","field","Chennai Super Kings","wickets",5,"N",NA,"CB Gaffaney/VK Sharma","city","Abu Dhabi","team1","Mumbai Indians"
"758",1216493,"MP Stoinis","Kings XI Punjab","field","Delhi Capitals","tie",NA,"Y",NA,"AK Chaudhary/Nitin Menon","city","Dubai","team1","Delhi Capitals"
"759",1216494,"Mohammed Siraj","Kolkata Knight Riders","bat","Royal Challengers Bangalore","wickets",8,"N",NA,"VK Sharma/S Ravi","city","Abu Dhabi","team1","Kolkata Knight Riders"
"760",1216495,"S Nadeem","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",10,"N",NA,"C Shamshuddin/RK Illingworth","city","Sharjah","team1","Mumbai Indians"
"761",1216496,"SV Samson","Chennai Super Kings","field","Rajasthan Royals","runs",16,"N",NA,"C Shamshuddin/VA Kulkarni","city","Sharjah","team1","Rajasthan Royals"
"762",1216497,"CV Varun","Delhi Capitals","field","Kolkata Knight Riders","runs",59,"N",NA,"CB Gaffaney/PG Pathak","city","Abu Dhabi","team1","Kolkata Knight Riders"
"763",1216498,"CJ Jordan","Sunrisers Hyderabad","field","Kings XI Punjab","runs",12,"N",NA,"AY Dandekar/PR Reiffel","city","Dubai","team1","Kings XI Punjab"
"764",1216499,"SA Yadav","Mumbai Indians","field","Mumbai Indians","wickets",5,"N",NA,"UV Gandhe/CB Gaffaney","city","Abu Dhabi","team1","Royal Challengers Bangalore"
"765",1216500,"R Ashwin","Rajasthan Royals","field","Delhi Capitals","runs",46,"N",NA,"KN Ananthapadmanabhan/C Shamshuddin","city","Sharjah","team1","Delhi Capitals"
"766",1216501,"RA Tripathi","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",10,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","city","Abu Dhabi","team1","Kolkata Knight Riders"
"767",1216502,"Sandeep Sharma","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",5,"N",NA,"KN Ananthapadmanabhan/K Srinivasan","city","Sharjah","team1","Royal Challengers Bangalore"
"768",1216503,"KA Pollard","Kings XI Punjab","field","Mumbai Indians","runs",48,"N",NA,"VK Sharma/S Ravi","city","Abu Dhabi","team1","Mumbai Indians"
"769",1216504,"Shivam Mavi","Rajasthan Royals","field","Kolkata Knight Riders","runs",37,"N",NA,"KN Ananthapadmanabhan/C Shamshuddin","city","Dubai","team1","Kolkata Knight Riders"
"770",1216505,"A Nortje","Delhi Capitals","field","Delhi Capitals","wickets",6,"N",NA,"CB Gaffaney/S Ravi","city","Abu Dhabi","team1","Royal Challengers Bangalore"
"771",1216506,"RD Gaikwad","Chennai Super Kings","field","Chennai Super Kings","wickets",9,"N",NA,"PG Pathak/VK Sharma","city","Abu Dhabi","team1","Kings XI Punjab"
"772",1216507,"R Tewatia","Sunrisers Hyderabad","bat","Rajasthan Royals","wickets",5,"N",NA,"YC Barde/PR Reiffel","city","Dubai","team1","Sunrisers Hyderabad"
"773",1216508,"RG Sharma","Kolkata Knight Riders","field","Mumbai Indians","runs",49,"N",NA,"CB Gaffaney/S Ravi","city","Abu Dhabi","team1","Mumbai Indians"
"774",1216509,"S Dhawan","Chennai Super Kings","bat","Delhi Capitals","wickets",5,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","city","Sharjah","team1","Chennai Super Kings"
"775",1216510,"KL Rahul","Royal Challengers Bangalore","field","Kings XI Punjab","runs",97,"N",NA,"AK Chaudhary/PR Reiffel","city","Dubai","team1","Kings XI Punjab"
"776",1216511,"SA Yadav","Mumbai Indians","bat","Mumbai Indians","runs",57,"N",NA,"VK Sharma/S Ravi","city","Abu Dhabi","team1","Mumbai Indians"
"777",1216512,"LH Ferguson","Sunrisers Hyderabad","field","Kolkata Knight Riders","tie",NA,"Y",NA,"PG Pathak/S Ravi","city","Abu Dhabi","team1","Kolkata Knight Riders"
"778",1216513,"SR Watson","Kings XI Punjab","bat","Chennai Super Kings","wickets",10,"N",NA,"AY Dandekar/Nitin Menon","city","Dubai","team1","Kings XI Punjab"
"779",1216514,"YS Chahal","Rajasthan Royals","bat","Royal Challengers Bangalore","wickets",8,"N",NA,"CB Gaffaney/S Ravi","city","Abu Dhabi","team1","Rajasthan Royals"
"780",1216515,"SS Iyer","Kolkata Knight Riders","field","Delhi Capitals","runs",18,"N",NA,"VA Kulkarni/RK Illingworth","city","Sharjah","team1","Delhi Capitals"
"781",1216516,"PK Garg","Sunrisers Hyderabad","bat","Sunrisers Hyderabad","runs",7,"N",NA,"AK Chaudhary/PR Reiffel","city","Dubai","team1","Sunrisers Hyderabad"
"782",1216517,"KL Rahul","Mumbai Indians","bat","Kings XI Punjab","tie",NA,"Y",NA,"Nitin Menon/PR Reiffel","city","Dubai","team1","Mumbai Indians"
"783",1216518,"MK Pandey","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",8,"N",NA,"Nitin Menon/PR Reiffel","city","Dubai","team1","Rajasthan Royals"
"784",1216519,"AR Patel","Royal Challengers Bangalore","field","Delhi Capitals","runs",59,"N",NA,"Nitin Menon/YC Barde","city","Dubai","team1","Delhi Capitals"
"785",1216520,"CH Gayle","Kings XI Punjab","field","Kings XI Punjab","wickets",8,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","city","Sharjah","team1","Kolkata Knight Riders"
"786",1216521,"TA Boult","Mumbai Indians","field","Mumbai Indians","wickets",10,"N",NA,"C Shamshuddin/VA Kulkarni","city","Sharjah","team1","Chennai Super Kings"
"787",1216522,"AB de Villiers","Rajasthan Royals","bat","Royal Challengers Bangalore","wickets",7,"N",NA,"AK Chaudhary/Nitin Menon","city","Dubai","team1","Rajasthan Royals"
"788",1216523,"KD Karthik","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",2,"N",NA,"UV Gandhe/CB Gaffaney","city","Abu Dhabi","team1","Kolkata Knight Riders"
"789",1216524,"WP Saha","Delhi Capitals","field","Sunrisers Hyderabad","runs",88,"N",NA,"AK Chaudhary/Nitin Menon","city","Dubai","team1","Sunrisers Hyderabad"
"790",1216525,"V Kohli","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",37,"N",NA,"AK Chaudhary/PR Reiffel","city","Dubai","team1","Royal Challengers Bangalore"
"791",1216526,"Q de Kock","Kolkata Knight Riders","bat","Mumbai Indians","wickets",8,"N",NA,"CB Gaffaney/VK Sharma","city","Abu Dhabi","team1","Kolkata Knight Riders"
"792",1216527,"SV Samson","Rajasthan Royals","field","Rajasthan Royals","wickets",4,"N",NA,"RK Illingworth/K Srinivasan","city","Sharjah","team1","Kings XI Punjab"
"793",1216528,"RA Jadeja","Chennai Super Kings","bat","Chennai Super Kings","runs",20,"N",NA,"AK Chaudhary/PR Reiffel","city","Dubai","team1","Chennai Super Kings"
"794",1216529,"Q de Kock","Delhi Capitals","bat","Mumbai Indians","wickets",5,"N",NA,"CB Gaffaney/S Ravi","city","Abu Dhabi","team1","Delhi Capitals"
"795",1216530,"PJ Cummins","Rajasthan Royals","field","Kolkata Knight Riders","runs",60,"N",NA,"Nitin Menon/PR Reiffel","city","Dubai","team1","Kolkata Knight Riders"
"796",1216531,"KL Rahul","Royal Challengers Bangalore","bat","Kings XI Punjab","wickets",8,"N",NA,"KN Ananthapadmanabhan/C Shamshuddin","city","Sharjah","team1","Royal Challengers Bangalore"
"797",1216532,"Rashid Khan","Delhi Capitals","field","Sunrisers Hyderabad","runs",15,"N",NA,"VK Sharma/S Ravi","city","Abu Dhabi","team1","Sunrisers Hyderabad"
"798",1216533,"JC Buttler","Chennai Super Kings","bat","Rajasthan Royals","wickets",7,"N",NA,"CB Gaffaney/VK Sharma","city","Abu Dhabi","team1","Chennai Super Kings"
"799",1216534,"YS Chahal","Sunrisers Hyderabad","field","Royal Challengers Bangalore","runs",10,"N",NA,"AY Dandekar/Nitin Menon","city","Dubai","team1","Royal Challengers Bangalore"
"800",1216535,"Ishan Kishan","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"YC Barde/PR Reiffel","city","Dubai","team1","Delhi Capitals"
"801",1216536,"RD Gaikwad","Chennai Super Kings","field","Chennai Super Kings","wickets",6,"N",NA,"C Shamshuddin/RK Illingworth","city","Dubai","team1","Kolkata Knight Riders"
"802",1216537,"BA Stokes","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"CB Gaffaney/S Ravi","city","Abu Dhabi","team1","Kings XI Punjab"
"803",1216538,"TA Boult","Mumbai Indians","bat","Mumbai Indians","runs",34,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","city","Sharjah","team1","Mumbai Indians"
"804",1216539,"PP Shaw","Chennai Super Kings","field","Delhi Capitals","runs",44,"N",NA,"KN Ananthapadmanabhan/RK Illingworth","city","Dubai","team1","Delhi Capitals"
"805",1216540,"AB de Villiers","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",82,"N",NA,"RK Illingworth/K Srinivasan","city","Sharjah","team1","Royal Challengers Bangalore"
"806",1216541,"BA Stokes","Mumbai Indians","bat","Rajasthan Royals","wickets",8,"N",NA,"UV Gandhe/VK Sharma","city","Abu Dhabi","team1","Mumbai Indians"
"807",1216542,"JM Bairstow","Sunrisers Hyderabad","bat","Sunrisers Hyderabad","runs",69,"N",NA,"AK Chaudhary/Nitin Menon","city","Dubai","team1","Sunrisers Hyderabad"
"808",1216543,"A Nortje","Delhi Capitals","bat","Delhi Capitals","runs",13,"N",NA,"AK Chaudhary/Nitin Menon","city","Dubai","team1","Delhi Capitals"
"809",1216544,"RD Gaikwad","Royal Challengers Bangalore","bat","Chennai Super Kings","wickets",8,"N",NA,"C Shamshuddin/RK Illingworth","city","Dubai","team1","Royal Challengers Bangalore"
"810",1216545,"Shubman Gill","Sunrisers Hyderabad","bat","Kolkata Knight Riders","wickets",7,"N",NA,"CB Gaffaney/VK Sharma","city","Abu Dhabi","team1","Sunrisers Hyderabad"
"811",1216546,"S Dhawan","Delhi Capitals","bat","Kings XI Punjab","wickets",5,"N",NA,"C Shamshuddin/RK Illingworth","city","Dubai","team1","Delhi Capitals"
"812",1216547,"AB de Villiers","Mumbai Indians","field","Royal Challengers Bangalore","tie",NA,"Y",NA,"Nitin Menon/PR Reiffel","city","Dubai","team1","Royal Challengers Bangalore"
"813",1237177,"JJ Bumrah","Delhi Capitals","field","Mumbai Indians","runs",57,"N",NA,"CB Gaffaney/Nitin Menon","city","Dubai","team1","Mumbai Indians"
"814",1237178,"KS Williamson","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",6,"N",NA,"PR Reiffel/S Ravi","city","Abu Dhabi","team1","Royal Challengers Bangalore"
"815",1237180,"MP Stoinis","Delhi Capitals","bat","Delhi Capitals","runs",17,"N",NA,"PR Reiffel/S Ravi","city","Abu Dhabi","team1","Delhi Capitals"
"816",1237181,"TA Boult","Delhi Capitals","bat","Mumbai Indians","wickets",5,"N",NA,"CB Gaffaney/Nitin Menon","city","Dubai","team1","Delhi Capitals"
"817",335982,"BB McCullum","Royal Challengers Bangalore","field","Kolkata Knight Riders","runs",140,"N",NA,"Asad Rauf/RE Koertzen","venue","M Chinnaswamy Stadium","team1","Royal Challengers Bangalore"
"818",335983,"MEK Hussey","Chennai Super Kings","bat","Chennai Super Kings","runs",33,"N",NA,"MR Benson/SL Shastri","venue","Punjab Cricket Association Stadium, Mohali","team1","Kings XI Punjab"
"819",335984,"MF Maharoof","Rajasthan Royals","bat","Delhi Daredevils","wickets",9,"N",NA,"Aleem Dar/GA Pratapkumar","venue","Feroz Shah Kotla","team1","Delhi Daredevils"
"820",335985,"MV Boucher","Mumbai Indians","bat","Royal Challengers Bangalore","wickets",5,"N",NA,"SJ Davis/DJ Harper","venue","Wankhede Stadium","team1","Mumbai Indians"
"821",335986,"DJ Hussey","Deccan Chargers","bat","Kolkata Knight Riders","wickets",5,"N",NA,"BF Bowden/K Hariharan","venue","Eden Gardens","team1","Kolkata Knight Riders"
"822",335987,"SR Watson","Kings XI Punjab","bat","Rajasthan Royals","wickets",6,"N",NA,"Aleem Dar/RB Tiffin","venue","Sawai Mansingh Stadium","team1","Rajasthan Royals"
"823",335988,"V Sehwag","Deccan Chargers","bat","Delhi Daredevils","wickets",9,"N",NA,"IL Howell/AM Saheba","venue","Rajiv Gandhi International Stadium, Uppal","team1","Deccan Chargers"
"824",335989,"ML Hayden","Mumbai Indians","field","Chennai Super Kings","runs",6,"N",NA,"DJ Harper/GA Pratapkumar","venue","MA Chidambaram Stadium, Chepauk","team1","Chennai Super Kings"
"825",335990,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"Asad Rauf/MR Benson","venue","Rajiv Gandhi International Stadium, Uppal","team1","Deccan Chargers"
"826",335991,"KC Sangakkara","Mumbai Indians","field","Kings XI Punjab","runs",66,"N",NA,"Aleem Dar/AM Saheba","venue","Punjab Cricket Association Stadium, Mohali","team1","Kings XI Punjab"
"827",335992,"SR Watson","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"MR Benson/IL Howell","venue","M Chinnaswamy Stadium","team1","Royal Challengers Bangalore"
"828",335993,"JDP Oram","Kolkata Knight Riders","bat","Chennai Super Kings","wickets",9,"N",NA,"BF Bowden/AV Jayaprakash","venue","MA Chidambaram Stadium, Chepauk","team1","Chennai Super Kings"
"829",335994,"AC Gilchrist","Deccan Chargers","field","Deccan Chargers","wickets",10,"N",NA,"Asad Rauf/SL Shastri","venue","Dr DY Patil Sports Academy","team1","Mumbai Indians"
"830",335995,"SM Katich","Delhi Daredevils","bat","Kings XI Punjab","wickets",4,"N",NA,"RE Koertzen/I Shivram","venue","Punjab Cricket Association Stadium, Mohali","team1","Kings XI Punjab"
"831",335996,"MS Dhoni","Chennai Super Kings","bat","Chennai Super Kings","runs",13,"N",NA,"BR Doctrove/RB Tiffin","venue","M Chinnaswamy Stadium","team1","Royal Challengers Bangalore"
"832",335997,"ST Jayasuriya","Kolkata Knight Riders","bat","Mumbai Indians","wickets",7,"N",NA,"BF Bowden/AV Jayaprakash","venue","Eden Gardens","team1","Kolkata Knight Riders"
"833",335998,"GD McGrath","Royal Challengers Bangalore","field","Delhi Daredevils","runs",10,"N",NA,"Aleem Dar/I Shivram","venue","Feroz Shah Kotla","team1","Delhi Daredevils"
"834",335999,"SE Marsh","Kings XI Punjab","field","Kings XI Punjab","wickets",7,"N",NA,"BR Doctrove/RB Tiffin","venue","Rajiv Gandhi International Stadium, Uppal","team1","Deccan Chargers"
"835",336000,"SA Asnodkar","Rajasthan Royals","bat","Rajasthan Royals","runs",45,"N",NA,"RE Koertzen/GA Pratapkumar","venue","Sawai Mansingh Stadium","team1","Rajasthan Royals"
"836",336001,"V Sehwag","Chennai Super Kings","bat","Delhi Daredevils","wickets",8,"N",NA,"BF Bowden/K Hariharan","venue","MA Chidambaram Stadium, Chepauk","team1","Chennai Super Kings"
"837",336002,"R Vinay Kumar","Deccan Chargers","bat","Royal Challengers Bangalore","wickets",5,"N",NA,"Asad Rauf/RE Koertzen","venue","Rajiv Gandhi International Stadium, Uppal","team1","Deccan Chargers"
"838",336003,"IK Pathan","Kings XI Punjab","bat","Kings XI Punjab","runs",9,"N",NA,"DJ Harper/I Shivram","venue","Punjab Cricket Association Stadium, Mohali","team1","Kings XI Punjab"
"839",336004,"SM Pollock","Delhi Daredevils","field","Mumbai Indians","runs",29,"N",NA,"IL Howell/RE Koertzen","venue","Dr DY Patil Sports Academy","team1","Mumbai Indians"
"840",336005,"Sohail Tanvir","Chennai Super Kings","bat","Rajasthan Royals","wickets",8,"N",NA,"Asad Rauf/AV Jayaprakash","venue","Sawai Mansingh Stadium","team1","Rajasthan Royals"
"841",336006,"S Sreesanth","Kings XI Punjab","field","Kings XI Punjab","wickets",6,"N",NA,"SJ Davis/BR Doctrove","venue","M Chinnaswamy Stadium","team1","Royal Challengers Bangalore"
"842",336007,"AC Gilchrist","Deccan Chargers","field","Deccan Chargers","wickets",7,"N",NA,"MR Benson/RB Tiffin","venue","MA Chidambaram Stadium, Chepauk","team1","Chennai Super Kings"
"843",336008,"A Nehra","Mumbai Indians","field","Mumbai Indians","wickets",7,"N",NA,"DJ Harper/RE Koertzen","venue","Dr DY Patil Sports Academy","team1","Mumbai Indians"
"844",336009,"MS Dhoni","Chennai Super Kings","field","Chennai Super Kings","wickets",4,"N",NA,"Aleem Dar/RB Tiffin","venue","Feroz Shah Kotla","team1","Delhi Daredevils"
"845",336010,"SC Ganguly","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",5,"N",NA,"Asad Rauf/IL Howell","venue","Eden Gardens","team1","Kolkata Knight Riders"
"846",336011,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",8,"N",NA,"MR Benson/AM Saheba","venue","Sawai Mansingh Stadium","team1","Rajasthan Royals"
"847",336012,"CRD Fernando","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"BF Bowden/AV Jayaprakash","venue","M Chinnaswamy Stadium","team1","Royal Challengers Bangalore"
"848",336013,"L Balaji","Kings XI Punjab","field","Chennai Super Kings","runs",18,"N",NA,"AV Jayaprakash/BG Jerling","venue","MA Chidambaram Stadium, Chepauk","team1","Chennai Super Kings"
"849",336014,"SC Ganguly","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",23,"N",NA,"IL Howell/AM Saheba","venue","Rajiv Gandhi International Stadium, Uppal","team1","Deccan Chargers"
"850",336015,"SR Watson","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"SJ Davis/RE Koertzen","venue","Sawai Mansingh Stadium","team1","Rajasthan Royals"
"851",336016,"SE Marsh","Royal Challengers Bangalore","bat","Kings XI Punjab","wickets",9,"N",NA,"BR Doctrove/I Shivram","venue","Punjab Cricket Association Stadium, Mohali","team1","Kings XI Punjab"
"852",336017,"Shoaib Akhtar","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",23,"N",NA,"Asad Rauf/IL Howell","venue","Eden Gardens","team1","Kolkata Knight Riders"
"853",336018,"ST Jayasuriya","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"BR Doctrove/AM Saheba","venue","Wankhede Stadium","team1","Mumbai Indians"
"854",336019,"SE Marsh","Rajasthan Royals","field","Kings XI Punjab","runs",41,"N",NA,"SJ Davis/K Hariharan","venue","Punjab Cricket Association Stadium, Mohali","team1","Kings XI Punjab"
"855",336020,"A Mishra","Deccan Chargers","field","Delhi Daredevils","runs",12,"N",NA,"BG Jerling/GA Pratapkumar","venue","Feroz Shah Kotla","team1","Delhi Daredevils"
"856",336021,"SM Pollock","Mumbai Indians","field","Mumbai Indians","wickets",8,"N",NA,"BR Doctrove/DJ Harper","venue","Wankhede Stadium","team1","Mumbai Indians"
"857",336022,"DPMD Jayawardene","Delhi Daredevils","bat","Kings XI Punjab","runs",6,"N","D/L","AV Jayaprakash/RE Koertzen","venue","Feroz Shah Kotla","team1","Delhi Daredevils"
