"","id","player_of_match","toss_winner","t","winner","result","result_margin","eliminator","method","umpire_team","Field","FieldValue","TeamNumber","Team"
"1",335982,"BB McCullum","Royal Challengers Bangalore","field","Kolkata Knight Riders","runs",140,"N",NA,"Asad Rauf/RE Koertzen","city","Bangalore","team1","Royal Challengers Bangalore"
"2",335983,"MEK Hussey","Chennai Super Kings","bat","Chennai Super Kings","runs",33,"N",NA,"MR Benson/SL Shastri","city","Chandigarh","team1","Kings XI Punjab"
"3",335984,"MF Maharoof","Rajasthan Royals","bat","Delhi Daredevils","wickets",9,"N",NA,"Aleem Dar/GA Pratapkumar","city","Delhi","team1","Delhi Daredevils"
"4",335985,"MV Boucher","Mumbai Indians","bat","Royal Challengers Bangalore","wickets",5,"N",NA,"SJ Davis/DJ Harper","city","Mumbai","team1","Mumbai Indians"
"5",335986,"DJ Hussey","Deccan Chargers","bat","Kolkata Knight Riders","wickets",5,"N",NA,"BF Bowden/K Hariharan","city","Kolkata","team1","Kolkata Knight Riders"
"6",335987,"SR Watson","Kings XI Punjab","bat","Rajasthan Royals","wickets",6,"N",NA,"Aleem Dar/RB Tiffin","city","Jaipur","team1","Rajasthan Royals"
"7",335988,"V Sehwag","Deccan Chargers","bat","Delhi Daredevils","wickets",9,"N",NA,"IL Howell/AM Saheba","city","Hyderabad","team1","Deccan Chargers"
"8",335989,"ML Hayden","Mumbai Indians","field","Chennai Super Kings","runs",6,"N",NA,"DJ Harper/GA Pratapkumar","city","Chennai","team1","Chennai Super Kings"
"9",335990,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"Asad Rauf/MR Benson","city","Hyderabad","team1","Deccan Chargers"
"10",335991,"KC Sangakkara","Mumbai Indians","field","Kings XI Punjab","runs",66,"N",NA,"Aleem Dar/AM Saheba","city","Chandigarh","team1","Kings XI Punjab"
"11",335992,"SR Watson","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"MR Benson/IL Howell","city","Bangalore","team1","Royal Challengers Bangalore"
"12",335993,"JDP Oram","Kolkata Knight Riders","bat","Chennai Super Kings","wickets",9,"N",NA,"BF Bowden/AV Jayaprakash","city","Chennai","team1","Chennai Super Kings"
"13",335994,"AC Gilchrist","Deccan Chargers","field","Deccan Chargers","wickets",10,"N",NA,"Asad Rauf/SL Shastri","city","Mumbai","team1","Mumbai Indians"
"14",335995,"SM Katich","Delhi Daredevils","bat","Kings XI Punjab","wickets",4,"N",NA,"RE Koertzen/I Shivram","city","Chandigarh","team1","Kings XI Punjab"
"15",335996,"MS Dhoni","Chennai Super Kings","bat","Chennai Super Kings","runs",13,"N",NA,"BR Doctrove/RB Tiffin","city","Bangalore","team1","Royal Challengers Bangalore"
"16",335997,"ST Jayasuriya","Kolkata Knight Riders","bat","Mumbai Indians","wickets",7,"N",NA,"BF Bowden/AV Jayaprakash","city","Kolkata","team1","Kolkata Knight Riders"
"17",335998,"GD McGrath","Royal Challengers Bangalore","field","Delhi Daredevils","runs",10,"N",NA,"Aleem Dar/I Shivram","city","Delhi","team1","Delhi Daredevils"
"18",335999,"SE Marsh","Kings XI Punjab","field","Kings XI Punjab","wickets",7,"N",NA,"BR Doctrove/RB Tiffin","city","Hyderabad","team1","Deccan Chargers"
"19",336000,"SA Asnodkar","Rajasthan Royals","bat","Rajasthan Royals","runs",45,"N",NA,"RE Koertzen/GA Pratapkumar","city","Jaipur","team1","Rajasthan Royals"
"20",336001,"V Sehwag","Chennai Super Kings","bat","Delhi Daredevils","wickets",8,"N",NA,"BF Bowden/K Hariharan","city","Chennai","team1","Chennai Super Kings"
"21",336002,"R Vinay Kumar","Deccan Chargers","bat","Royal Challengers Bangalore","wickets",5,"N",NA,"Asad Rauf/RE Koertzen","city","Hyderabad","team1","Deccan Chargers"
"22",336003,"IK Pathan","Kings XI Punjab","bat","Kings XI Punjab","runs",9,"N",NA,"DJ Harper/I Shivram","city","Chandigarh","team1","Kings XI Punjab"
"23",336004,"SM Pollock","Delhi Daredevils","field","Mumbai Indians","runs",29,"N",NA,"IL Howell/RE Koertzen","city","Mumbai","team1","Mumbai Indians"
"24",336005,"Sohail Tanvir","Chennai Super Kings","bat","Rajasthan Royals","wickets",8,"N",NA,"Asad Rauf/AV Jayaprakash","city","Jaipur","team1","Rajasthan Royals"
"25",336006,"S Sreesanth","Kings XI Punjab","field","Kings XI Punjab","wickets",6,"N",NA,"SJ Davis/BR Doctrove","city","Bangalore","team1","Royal Challengers Bangalore"
"26",336007,"AC Gilchrist","Deccan Chargers","field","Deccan Chargers","wickets",7,"N",NA,"MR Benson/RB Tiffin","city","Chennai","team1","Chennai Super Kings"
"27",336008,"A Nehra","Mumbai Indians","field","Mumbai Indians","wickets",7,"N",NA,"DJ Harper/RE Koertzen","city","Mumbai","team1","Mumbai Indians"
"28",336009,"MS Dhoni","Chennai Super Kings","field","Chennai Super Kings","wickets",4,"N",NA,"Aleem Dar/RB Tiffin","city","Delhi","team1","Delhi Daredevils"
"29",336010,"SC Ganguly","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",5,"N",NA,"Asad Rauf/IL Howell","city","Kolkata","team1","Kolkata Knight Riders"
"30",336011,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",8,"N",NA,"MR Benson/AM Saheba","city","Jaipur","team1","Rajasthan Royals"
"31",336012,"CRD Fernando","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"BF Bowden/AV Jayaprakash","city","Bangalore","team1","Royal Challengers Bangalore"
"32",336013,"L Balaji","Kings XI Punjab","field","Chennai Super Kings","runs",18,"N",NA,"AV Jayaprakash/BG Jerling","city","Chennai","team1","Chennai Super Kings"
"33",336014,"SC Ganguly","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",23,"N",NA,"IL Howell/AM Saheba","city","Hyderabad","team1","Deccan Chargers"
"34",336015,"SR Watson","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"SJ Davis/RE Koertzen","city","Jaipur","team1","Rajasthan Royals"
"35",336016,"SE Marsh","Royal Challengers Bangalore","bat","Kings XI Punjab","wickets",9,"N",NA,"BR Doctrove/I Shivram","city","Chandigarh","team1","Kings XI Punjab"
"36",336017,"Shoaib Akhtar","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",23,"N",NA,"Asad Rauf/IL Howell","city","Kolkata","team1","Kolkata Knight Riders"
"37",336018,"ST Jayasuriya","Mumbai Indians","field","Mumbai Indians","wickets",9,"N",NA,"BR Doctrove/AM Saheba","city","Mumbai","team1","Mumbai Indians"
"38",336019,"SE Marsh","Rajasthan Royals","field","Kings XI Punjab","runs",41,"N",NA,"SJ Davis/K Hariharan","city","Chandigarh","team1","Kings XI Punjab"
"39",336020,"A Mishra","Deccan Chargers","field","Delhi Daredevils","runs",12,"N",NA,"BG Jerling/GA Pratapkumar","city","Delhi","team1","Delhi Daredevils"
"40",336021,"SM Pollock","Mumbai Indians","field","Mumbai Indians","wickets",8,"N",NA,"BR Doctrove/DJ Harper","city","Mumbai","team1","Mumbai Indians"
"41",336022,"DPMD Jayawardene","Delhi Daredevils","bat","Kings XI Punjab","runs",6,"N","D/L","AV Jayaprakash/RE Koertzen","city","Delhi","team1","Delhi Daredevils"
"42",336023,"GC Smith","Royal Challengers Bangalore","field","Rajasthan Royals","runs",65,"N",NA,"BF Bowden/SL Shastri","city","Jaipur","team1","Rajasthan Royals"
"43",336024,"DJ Bravo","Deccan Chargers","field","Mumbai Indians","runs",25,"N",NA,"BR Doctrove/DJ Harper","city","Hyderabad","team1","Deccan Chargers"
"44",336025,"M Ntini","Kolkata Knight Riders","bat","Chennai Super Kings","runs",3,"N","D/L","Asad Rauf/K Hariharan","city","Kolkata","team1","Kolkata Knight Riders"
"45",336026,"SP Goswami","Delhi Daredevils","field","Delhi Daredevils","wickets",5,"N",NA,"SJ Davis/GA Pratapkumar","city","Bangalore","team1","Royal Challengers Bangalore"
"46",336027,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",6,"N",NA,"BG Jerling/RE Koertzen","city","Kolkata","team1","Kolkata Knight Riders"
"47",336028,"SE Marsh","Mumbai Indians","field","Kings XI Punjab","runs",1,"N",NA,"BF Bowden/GA Pratapkumar","city","Mumbai","team1","Mumbai Indians"
"48",336029,"A Kumble","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",14,"N",NA,"DJ Harper/I Shivram","city","Chennai","team1","Chennai Super Kings"
"49",336031,"SE Marsh","Kings XI Punjab","field","Kings XI Punjab","wickets",6,"N",NA,"Asad Rauf/SJ Davis","city","Chandigarh","team1","Kings XI Punjab"
"50",336032,"KD Karthik","Delhi Daredevils","field","Delhi Daredevils","wickets",5,"N",NA,"BF Bowden/K Hariharan","city","Delhi","team1","Delhi Daredevils"
"51",336033,"JA Morkel","Rajasthan Royals","bat","Rajasthan Royals","runs",10,"N",NA,"DJ Harper/SL Shastri","city","Chennai","team1","Chennai Super Kings"
"52",336034,"P Kumar","Deccan Chargers","field","Royal Challengers Bangalore","runs",3,"N",NA,"BR Doctrove/SL Shastri","city","Bangalore","team1","Royal Challengers Bangalore"
"53",336035,"Umar Gul","Kings XI Punjab","bat","Kolkata Knight Riders","wickets",3,"N",NA,"SJ Davis/I Shivram","city","Kolkata","team1","Kolkata Knight Riders"
"54",336036,"Sohail Tanvir","Rajasthan Royals","field","Rajasthan Royals","wickets",5,"N",NA,"BF Bowden/K Hariharan","city","Jaipur","team1","Rajasthan Royals"
"55",336037,"SK Raina","Deccan Chargers","bat","Chennai Super Kings","wickets",7,"N",NA,"BG Jerling/AM Saheba","city","Hyderabad","team1","Deccan Chargers"
"56",336038,"SR Watson","Delhi Daredevils","field","Rajasthan Royals","runs",105,"N",NA,"BF Bowden/RE Koertzen","city","Mumbai","team1","Delhi Daredevils"
"57",336039,"M Ntini","Kings XI Punjab","bat","Chennai Super Kings","wickets",9,"N",NA,"Asad Rauf/DJ Harper","city","Mumbai","team1","Chennai Super Kings"
"58",336040,"YK Pathan","Rajasthan Royals","field","Rajasthan Royals","wickets",3,"N",NA,"BF Bowden/RE Koertzen","city","Mumbai","team1","Chennai Super Kings"
"59",392181,"SR Tendulkar","Chennai Super Kings","field","Mumbai Indians","runs",19,"N",NA,"BR Doctrove/K Hariharan","city","Cape Town","team1","Chennai Super Kings"
"60",392182,"R Dravid","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",75,"N",NA,"BR Doctrove/RB Tiffin","city","Cape Town","team1","Royal Challengers Bangalore"
"61",392183,"DL Vettori","Delhi Daredevils","field","Delhi Daredevils","wickets",10,"N","D/L","MR Benson/SD Ranade","city","Cape Town","team1","Delhi Daredevils"
"62",392184,"RP Singh","Kolkata Knight Riders","bat","Deccan Chargers","wickets",8,"N",NA,"MR Benson/BR Doctrove","city","Cape Town","team1","Deccan Chargers"
"63",392185,"M Muralitharan","Chennai Super Kings","bat","Chennai Super Kings","runs",92,"N",NA,"BG Jerling/SJA Taufel","city","Port Elizabeth","team1","Royal Challengers Bangalore"
"64",392186,"CH Gayle","Kolkata Knight Riders","field","Kolkata Knight Riders","runs",11,"N","D/L","DJ Harper/SD Ranade","city","Durban","team1","Kings XI Punjab"
"65",392188,"AC Gilchrist","Deccan Chargers","bat","Deccan Chargers","runs",24,"N",NA,"M Erasmus/AM Saheba","city","Cape Town","team1","Royal Challengers Bangalore"
"66",392189,"AB de Villiers","Delhi Daredevils","bat","Delhi Daredevils","runs",9,"N",NA,"BR Doctrove/SJA Taufel","city","Durban","team1","Chennai Super Kings"
"67",392190,"YK Pathan","Kolkata Knight Riders","field","Rajasthan Royals","tie",NA,"Y",NA,"MR Benson/M Erasmus","city","Cape Town","team1","Kolkata Knight Riders"
"68",392191,"RS Bopara","Royal Challengers Bangalore","bat","Kings XI Punjab","wickets",7,"N",NA,"BR Doctrove/TH Wijewardene","city","Durban","team1","Royal Challengers Bangalore"
"69",392192,"PP Ojha","Deccan Chargers","bat","Deccan Chargers","runs",12,"N",NA,"HDPK Dharmasena/SJA Taufel","city","Durban","team1","Deccan Chargers"
"70",392194,"TM Dilshan","Royal Challengers Bangalore","bat","Delhi Daredevils","wickets",6,"N",NA,"S Asnani/BG Jerling","city","Port Elizabeth","team1","Royal Challengers Bangalore"
"71",392195,"KC Sangakkara","Kings XI Punjab","bat","Kings XI Punjab","runs",27,"N",NA,"M Erasmus/K Hariharan","city","Cape Town","team1","Kings XI Punjab"
"72",392196,"HH Gibbs","Deccan Chargers","field","Deccan Chargers","wickets",6,"N",NA,"IL Howell/TH Wijewardene","city","Durban","team1","Chennai Super Kings"
"73",392197,"SR Tendulkar","Mumbai Indians","bat","Mumbai Indians","runs",92,"N",NA,"BG Jerling/RB Tiffin","city","Port Elizabeth","team1","Kolkata Knight Riders"
"74",392198,"YK Pathan","Delhi Daredevils","bat","Rajasthan Royals","wickets",5,"N",NA,"GAV Baxter/RE Koertzen","city","Centurion","team1","Delhi Daredevils"
"75",392199,"MV Boucher","Kolkata Knight Riders","bat","Royal Challengers Bangalore","wickets",5,"N",NA,"MR Benson/TH Wijewardene","city","Durban","team1","Royal Challengers Bangalore"
"76",392200,"KC Sangakkara","Kings XI Punjab","bat","Kings XI Punjab","runs",3,"N",NA,"MR Benson/SL Shastri","city","Durban","team1","Kings XI Punjab"
"77",392201,"DP Nannes","Delhi Daredevils","field","Delhi Daredevils","wickets",6,"N",NA,"GAV Baxter/AM Saheba","city","Centurion","team1","Deccan Chargers"
"78",392202,"SK Raina","Rajasthan Royals","field","Chennai Super Kings","runs",38,"N",NA,"GAV Baxter/RE Koertzen","city","Centurion","team1","Chennai Super Kings"
"79",392203,"JP Duminy","Mumbai Indians","bat","Mumbai Indians","runs",9,"N",NA,"M Erasmus/SK Tarapore","city","East London","team1","Kolkata Knight Riders"
"80",392204,"Yuvraj Singh","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",8,"N",NA,"HDPK Dharmasena/S Ravi","city","Durban","team1","Royal Challengers Bangalore"
"81",392205,"YK Pathan","Deccan Chargers","bat","Rajasthan Royals","wickets",3,"N",NA,"S Asnani/BG Jerling","city","Port Elizabeth","team1","Deccan Chargers"
"82",392206,"SB Jakati","Delhi Daredevils","field","Chennai Super Kings","runs",18,"N",NA,"DJ Harper/RE Koertzen","city","Johannesburg","team1","Chennai Super Kings"
"83",392207,"DPMD Jayawardene","Kolkata Knight Riders","bat","Kings XI Punjab","wickets",6,"N",NA,"S Asnani/MR Benson","city","Port Elizabeth","team1","Kings XI Punjab"
"84",392208,"JH Kallis","Mumbai Indians","bat","Royal Challengers Bangalore","wickets",9,"N",NA,"RE Koertzen/TH Wijewardene","city","Johannesburg","team1","Royal Challengers Bangalore"
"85",392209,"MS Dhoni","Chennai Super Kings","bat","Chennai Super Kings","runs",78,"N",NA,"BR Doctrove/M Erasmus","city","East London","team1","Chennai Super Kings"
"86",392210,"GC Smith","Kings XI Punjab","field","Rajasthan Royals","runs",78,"N",NA,"SS Hazare/IL Howell","city","Durban","team1","Kings XI Punjab"
"87",392211,"G Gambhir","Kolkata Knight Riders","bat","Delhi Daredevils","wickets",9,"N",NA,"GAV Baxter/IL Howell","city","Durban","team1","Delhi Daredevils"
"88",392212,"RG Sharma","Deccan Chargers","bat","Deccan Chargers","runs",19,"N",NA,"MR Benson/HDPK Dharmasena","city","Centurion","team1","Deccan Chargers"
"89",392213,"A Singh","Rajasthan Royals","field","Rajasthan Royals","wickets",7,"N",NA,"K Hariharan/DJ Harper","city","Centurion","team1","Royal Challengers Bangalore"
"90",392214,"ML Hayden","Chennai Super Kings","bat","Chennai Super Kings","runs",12,"N","D/L","DJ Harper/TH Wijewardene","city","Centurion","team1","Chennai Super Kings"
"91",392215,"A Nehra","Mumbai Indians","bat","Delhi Daredevils","wickets",7,"N",NA,"M Erasmus/SK Tarapore","city","East London","team1","Delhi Daredevils"
"92",392216,"DPMD Jayawardene","Kings XI Punjab","field","Kings XI Punjab","wickets",3,"N",NA,"GAV Baxter/AM Saheba","city","Kimberley","team1","Deccan Chargers"
"93",392217,"S Badrinath","Rajasthan Royals","bat","Chennai Super Kings","wickets",7,"N",NA,"GAV Baxter/HDPK Dharmasena","city","Kimberley","team1","Chennai Super Kings"
"94",392218,"JP Duminy","Mumbai Indians","bat","Mumbai Indians","runs",16,"N",NA,"BR Doctrove/BG Jerling","city","Port Elizabeth","team1","Royal Challengers Bangalore"
"95",392219,"A Mishra","Delhi Daredevils","field","Delhi Daredevils","wickets",7,"N",NA,"SL Shastri/RB Tiffin","city","Johannesburg","team1","Delhi Daredevils"
"96",392220,"DR Smith","Deccan Chargers","bat","Deccan Chargers","runs",53,"N",NA,"GAV Baxter/HDPK Dharmasena","city","Kimberley","team1","Deccan Chargers"
"97",392221,"LRPL Taylor","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",6,"N",NA,"M Erasmus/SS Hazare","city","Centurion","team1","Royal Challengers Bangalore"
"98",392222,"Harbhajan Singh","Kings XI Punjab","bat","Mumbai Indians","wickets",8,"N",NA,"SS Hazare/RE Koertzen","city","Centurion","team1","Kings XI Punjab"
"99",392223,"R Bhatia","Deccan Chargers","field","Delhi Daredevils","runs",12,"N",NA,"DJ Harper/SL Shastri","city","Durban","team1","Deccan Chargers"
"100",392224,"LRPL Taylor","Chennai Super Kings","bat","Royal Challengers Bangalore","wickets",2,"N",NA,"BR Doctrove/DJ Harper","city","Durban","team1","Royal Challengers Bangalore"
"101",392225,"SK Warne","Rajasthan Royals","bat","Rajasthan Royals","runs",2,"N",NA,"BR Doctrove/DJ Harper","city","Durban","team1","Mumbai Indians"
"102",392226,"B Lee","Kings XI Punjab","field","Kings XI Punjab","wickets",6,"N",NA,"HDPK Dharmasena/IL Howell","city","Bloemfontein","team1","Delhi Daredevils"
"103",392227,"ML Hayden","Mumbai Indians","bat","Chennai Super Kings","wickets",7,"N",NA,"SK Tarapore/SJA Taufel","city","Port Elizabeth","team1","Chennai Super Kings"
"104",392228,"RG Sharma","Deccan Chargers","field","Deccan Chargers","wickets",6,"N",NA,"RE Koertzen/S Ravi","city","Johannesburg","team1","Deccan Chargers"
"105",392229,"Yuvraj Singh","Deccan Chargers","field","Kings XI Punjab","runs",1,"N",NA,"S Ravi/RB Tiffin","city","Johannesburg","team1","Deccan Chargers"
"106",392230,"AB de Villiers","Delhi Daredevils","bat","Delhi Daredevils","runs",14,"N",NA,"SS Hazare/IL Howell","city","Bloemfontein","team1","Delhi Daredevils"
"107",392231,"BJ Hodge","Chennai Super Kings","bat","Kolkata Knight Riders","wickets",7,"N",NA,"SJA Taufel/RB Tiffin","city","Centurion","team1","Chennai Super Kings"
"108",392232,"JH Kallis","Delhi Daredevils","bat","Royal Challengers Bangalore","wickets",7,"N",NA,"IL Howell/RB Tiffin","city","Johannesburg","team1","Royal Challengers Bangalore"
"109",392233,"LR Shukla","Kolkata Knight Riders","field","Kolkata Knight Riders","wickets",4,"N",NA,"BG Jerling/SJA Taufel","city","Durban","team1","Kolkata Knight Riders"
"110",392234,"M Muralitharan","Chennai Super Kings","bat","Chennai Super Kings","runs",24,"N",NA,"BG Jerling/SJA Taufel","city","Durban","team1","Chennai Super Kings"
"111",392235,"V Sehwag","Delhi Daredevils","field","Delhi Daredevils","wickets",4,"N",NA,"IL Howell/S Ravi","city","Centurion","team1","Delhi Daredevils"
"112",392236,"MK Pandey","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",12,"N",NA,"IL Howell/S Ravi","city","Centurion","team1","Royal Challengers Bangalore"
"113",392237,"AC Gilchrist","Deccan Chargers","field","Deccan Chargers","wickets",6,"N",NA,"BR Doctrove/DJ Harper","city","Centurion","team1","Delhi Daredevils"
"114",392238,"MK Pandey","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",6,"N",NA,"RE Koertzen/SJA Taufel","city","Johannesburg","team1","Royal Challengers Bangalore"
"115",392239,"A Kumble","Royal Challengers Bangalore","field","Deccan Chargers","runs",6,"N",NA,"RE Koertzen/SJA Taufel","city","Johannesburg","team1","Royal Challengers Bangalore"
"116",419106,"AD Mathews","Deccan Chargers","field","Kolkata Knight Riders","runs",11,"N",NA,"RE Koertzen/RB Tiffin","city","Mumbai","team1","Deccan Chargers"
"117",419107,"YK Pathan","Mumbai Indians","bat","Mumbai Indians","runs",4,"N",NA,"RE Koertzen/RB Tiffin","city","Mumbai","team1","Mumbai Indians"
"118",419108,"G Gambhir","Delhi Daredevils","field","Delhi Daredevils","wickets",5,"N",NA,"BR Doctrove/S Ravi","city","Chandigarh","team1","Kings XI Punjab"
"119",419109,"MK Tiwary","Kolkata Knight Riders","field","Kolkata Knight Riders","wickets",7,"N",NA,"HDPK Dharmasena/AM Saheba","city","Kolkata","team1","Kolkata Knight Riders"
"120",419110,"WPUJC Vaas","Deccan Chargers","bat","Deccan Chargers","runs",31,"N",NA,"K Hariharan/DJ Harper","city","Chennai","team1","Chennai Super Kings"
"121",419111,"V Sehwag","Delhi Daredevils","field","Delhi Daredevils","wickets",6,"N",NA,"BG Jerling/RE Koertzen","city","Ahmedabad","team1","Rajasthan Royals"
"122",419112,"JH Kallis","Kings XI Punjab","bat","Royal Challengers Bangalore","wickets",8,"N",NA,"S Das/DJ Harper","city","Bangalore","team1","Royal Challengers Bangalore"
"123",419113,"MS Dhoni","Chennai Super Kings","bat","Chennai Super Kings","runs",55,"N",NA,"HDPK Dharmasena/AM Saheba","city","Kolkata","team1","Kolkata Knight Riders"
"124",419114,"SR Tendulkar","Delhi Daredevils","field","Mumbai Indians","runs",98,"N",NA,"BR Doctrove/SK Tarapore","city","Delhi","team1","Delhi Daredevils"
"125",419115,"JH Kallis","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",10,"N",NA,"K Hariharan/DJ Harper","city","Bangalore","team1","Royal Challengers Bangalore"
"126",419116,"ML Hayden","Delhi Daredevils","bat","Chennai Super Kings","wickets",5,"N",NA,"BR Doctrove/SK Tarapore","city","Delhi","team1","Delhi Daredevils"
"127",419117,"A Symonds","Kings XI Punjab","field","Deccan Chargers","runs",6,"N",NA,"BF Bowden/M Erasmus","city","Cuttack","team1","Deccan Chargers"
"128",419118,"AA Jhunjhunwala","Rajasthan Royals","bat","Rajasthan Royals","runs",34,"N",NA,"RE Koertzen/RB Tiffin","city","Ahmedabad","team1","Rajasthan Royals"
"129",419119,"JH Kallis","Mumbai Indians","bat","Royal Challengers Bangalore","wickets",7,"N",NA,"HDPK Dharmasena/SS Hazare","city","Mumbai","team1","Mumbai Indians"
"130",419120,"A Symonds","Deccan Chargers","bat","Deccan Chargers","runs",10,"N",NA,"BF Bowden/M Erasmus","city","Cuttack","team1","Deccan Chargers"
"131",419121,"J Theron","Chennai Super Kings","field","Kings XI Punjab","tie",NA,"Y",NA,"K Hariharan/DJ Harper","city","Chennai","team1","Chennai Super Kings"
"132",419122,"SR Tendulkar","Kolkata Knight Riders","bat","Mumbai Indians","wickets",7,"N",NA,"SS Hazare/SJA Taufel","city","Mumbai","team1","Mumbai Indians"
"133",419123,"RV Uthappa","Chennai Super Kings","field","Royal Challengers Bangalore","runs",36,"N",NA,"RE Koertzen/RB Tiffin","city","Bangalore","team1","Royal Challengers Bangalore"
"134",419124,"AC Voges","Kings XI Punjab","field","Rajasthan Royals","runs",31,"N",NA,"BR Doctrove/SK Tarapore","city","Chandigarh","team1","Kings XI Punjab"
"135",419125,"SR Tendulkar","Mumbai Indians","field","Mumbai Indians","wickets",5,"N",NA,"BF Bowden/AM Saheba","city","Mumbai","team1","Mumbai Indians"
"136",419126,"YK Pathan","Deccan Chargers","bat","Rajasthan Royals","wickets",8,"N",NA,"HDPK Dharmasena/SJA Taufel","city","Ahmedabad","team1","Rajasthan Royals"
"137",419127,"MK Tiwary","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",39,"N",NA,"BR Doctrove/S Ravi","city","Chandigarh","team1","Kings XI Punjab"
"138",419128,"KM Jadhav","Royal Challengers Bangalore","field","Delhi Daredevils","runs",17,"N",NA,"BG Jerling/RE Koertzen","city","Bangalore","team1","Royal Challengers Bangalore"
"139",419129,"NV Ojha","Rajasthan Royals","bat","Rajasthan Royals","runs",17,"N",NA,"SS Hazare/SJA Taufel","city","Ahmedabad","team1","Rajasthan Royals"
"140",419130,"Harbhajan Singh","Deccan Chargers","field","Mumbai Indians","runs",41,"N",NA,"S Das/K Hariharan","city","Mumbai","team1","Deccan Chargers"
"141",419131,"DA Warner","Delhi Daredevils","bat","Delhi Daredevils","runs",40,"N",NA,"SS Hazare/SJA Taufel","city","Delhi","team1","Delhi Daredevils"
"142",419132,"SL Malinga","Mumbai Indians","field","Mumbai Indians","wickets",4,"N",NA,"BR Doctrove/SK Tarapore","city","Mumbai","team1","Mumbai Indians"
"143",419133,"M Vijay","Royal Challengers Bangalore","bat","Chennai Super Kings","wickets",5,"N",NA,"BG Jerling/RE Koertzen","city","Chennai","team1","Chennai Super Kings"
"144",419134,"KD Karthik","Delhi Daredevils","bat","Delhi Daredevils","runs",67,"N",NA,"HDPK Dharmasena/SJA Taufel","city","Delhi","team1","Delhi Daredevils"
"145",419135,"SC Ganguly","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",24,"N",NA,"K Hariharan/DJ Harper","city","Kolkata","team1","Kolkata Knight Riders"
"146",419136,"KP Pietersen","Kings XI Punjab","bat","Royal Challengers Bangalore","wickets",6,"N",NA,"BF Bowden/M Erasmus","city","Chandigarh","team1","Kings XI Punjab"
"147",419137,"M Vijay","Chennai Super Kings","bat","Chennai Super Kings","runs",23,"N",NA,"RE Koertzen/RB Tiffin","city","Chennai","team1","Chennai Super Kings"
"148",419138,"AT Rayudu","Mumbai Indians","bat","Mumbai Indians","runs",63,"N",NA,"BR Doctrove/S Ravi","city","Mumbai","team1","Mumbai Indians"
"149",419139,"DPMD Jayawardene","Kolkata Knight Riders","bat","Kings XI Punjab","wickets",8,"N",NA,"S Asnani/DJ Harper","city","Kolkata","team1","Kolkata Knight Riders"
"150",419140,"PD Collingwood","Delhi Daredevils","bat","Delhi Daredevils","runs",37,"N",NA,"BF Bowden/M Erasmus","city","Delhi","team1","Delhi Daredevils"
"151",419141,"SK Warne","Rajasthan Royals","bat","Rajasthan Royals","runs",2,"N",NA,"HDPK Dharmasena/SJA Taufel","city","Nagpur","team1","Deccan Chargers"
"152",419142,"SK Raina","Chennai Super Kings","bat","Chennai Super Kings","runs",24,"N",NA,"S Asnani/DJ Harper","city","Chennai","team1","Chennai Super Kings"
"153",419143,"MJ Lumb","Kings XI Punjab","bat","Rajasthan Royals","wickets",9,"N",NA,"S Ravi/SK Tarapore","city","Jaipur","team1","Rajasthan Royals"
"154",419144,"SC Ganguly","Kolkata Knight Riders","bat","Kolkata Knight Riders","runs",14,"N",NA,"BG Jerling/RE Koertzen","city","Kolkata","team1","Kolkata Knight Riders"
"155",419145,"TL Suman","Deccan Chargers","field","Deccan Chargers","wickets",7,"N",NA,"S Asnani/DJ Harper","city","Bangalore","team1","Royal Challengers Bangalore"
"156",419146,"KC Sangakkara","Mumbai Indians","bat","Kings XI Punjab","wickets",6,"N",NA,"M Erasmus/AM Saheba","city","Chandigarh","team1","Kings XI Punjab"
"157",419147,"RJ Harris","Chennai Super Kings","bat","Deccan Chargers","wickets",6,"N",NA,"HDPK Dharmasena/SJA Taufel","city","Nagpur","team1","Deccan Chargers"
"158",419148,"R Vinay Kumar","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",7,"N",NA,"K Hariharan/DJ Harper","city","Bangalore","team1","Royal Challengers Bangalore"
"159",419149,"PP Chawla","Delhi Daredevils","bat","Kings XI Punjab","wickets",7,"N",NA,"BF Bowden/AM Saheba","city","Delhi","team1","Delhi Daredevils"
